,cust_number,name_customer,invoice_id,total_open_amount,due_in_date,clear_date
35010,0200769623,WAL-MAR corp,1930622843.0,36267.48,2020-03-23,2020-03-29
14625,0200726979,BJ'S  llc,1930624123.0,122.5,2020-03-23,2020-04-02
25072,0140104409,LOB llc,2960618954.0,90996.93,2020-03-20,2020-03-31
9967,0200769623,WAL-MAR in,1930622723.0,27340.41,2020-03-23,2020-03-29
15647,0200769623,WAL-MAR associates,1930622697.0,48392.57,2020-03-23,2020-03-29
48271,140106181,THE  corp,2960617397.0,25674.48,2020-03-27,2020-04-14
13393,0200772595,SAFEW foundation,1930622249.0,87639.3,2020-03-23,2020-03-27
4296,0200769623,WAL-MAR in,1930621005.0,2090.86,2020-03-23,2020-03-24
25191,0200769623,WAL-MAR systems,1930620472.0,11771.39,2020-03-23,2020-03-29
47514,0200769623,WAL-MAR trust,1930612204.0,15930.46,2020-03-23,2020-03-29
17977,0200769623,WAL-MAR in,1930620711.0,1287.98,2020-03-23,2020-03-24
35049,0200769623,WAL-MAR associates,1930622649.0,3403.8,2020-03-23,2020-03-26
29969,0200769623,WAL-MAR co,1930621868.0,7500.29,2020-03-23,2020-03-26
26574,0200769623,WAL-MAR foundation,1930621616.0,16457.95,2020-03-23,2020-03-29
827,0200769623,WAL-MAR co,1930621906.0,20111.63,2020-03-23,2020-03-29
40236,0200762301,C&S WH us,1930617860.0,24963.53,2020-03-23,2020-03-29
29667,0140104472,MARTIN corp,2960618966.0,1647.36,2020-03-23,2020-04-16
5741,0140104429,COSTCO foundation,2960618853.0,13657.7,2020-03-20,2020-04-07
27952,200712102,SUGAR  systems,1930612176.0,41978.0,2020-05-07,2020-05-13
37035,0200769623,WAL-MAR us,1930622659.0,37555.85,2020-03-23,2020-03-29
47924,0200769623,WAL-MAR associates,1930621305.0,20218.36,2020-03-23,2020-03-29
45940,0200769623,WAL-MAR trust,1930622656.0,3270.04,2020-03-23,2020-03-26
7037,0200580232,INTERR associates,1930617604.0,25961.25,2020-03-18,2020-03-24
12591,0200769623,WAL-MAR in,1930620710.0,29434.37,2020-03-23,2020-03-29
44141,0200580232,INTERR corporation,1930616940.0,40652.5,2020-03-18,2020-03-24
44329,0200769623,WAL-MAR us,1930620309.0,71783.96,2020-03-23,2020-03-28
7940,0200769623,WAL-MAR in,1930617609.0,18572.67,2020-03-23,2020-03-29
34199,0200782772,ASSOC G corporation,1930621175.0,89335.01,2020-03-23,2020-03-27
5069,0200752302,KROGER corporation,1930618632.0,17881.39,2020-03-23,2020-03-29
4967,0200726979,BJ'S  co,1930620709.0,498.95,2020-03-23,2020-03-24
7949,0200707822,PUBLI us,1930607528.0,9187.38,2020-03-23,2020-03-29
11871,0200707822,PUBLI ,1930622781.0,7491.63,2020-03-23,2020-03-26
33267,0200769623,WAL-MAR us,1930623108.0,38635.72,2020-03-23,2020-03-29
22774,0200793830,M ,1930622627.0,105605.46,2020-03-23,2020-03-27
16809,0200762301,C&S WH associates,1930620577.0,22483.98,2020-03-23,2020-03-29
14433,0200769623,WAL-MAR systems,1930611080.0,15524.16,2020-03-23,2020-03-29
9826,0200726979,BJ'S  in,1930629451.0,321.6,2020-03-23,2020-04-03
45875,0200707822,PUBLI llc,1930622712.0,92093.29,2020-03-23,2020-03-27
1532,0200707822,PUBLI co,1930621180.0,6583.05,2020-03-23,2020-03-26
20982,0140104409,LOB corporation,2960618650.0,176135.74,2020-03-19,2020-04-02
415,0200707822,PUBLI associates,1930623097.0,108293.13,2020-03-23,2020-03-27
24329,0200744019,TARG in,1930618978.0,9145.9,2020-05-12,2020-05-18
21848,0200769623,WAL-MAR systems,1930609553.0,55699.56,2020-03-23,2020-03-29
34299,0200769623,WAL-MAR foundation,1930620307.0,14740.61,2020-03-23,2020-03-29
20392,0200799538,UNITE trust,1930622093.0,8450.03,2020-05-12,2020-05-15
45831,0100026809,PRES us,1930610899.0,28778.75,2020-03-18,2020-03-24
2654,0200769623,WAL-MAR in,1930621872.0,11554.94,2020-03-23,2020-03-29
27000,0200769623,WAL-MAR ,1930620329.0,11307.78,2020-03-23,2020-03-29
7100,0200726979,BJ'S  corp,1930622685.0,344.99,2020-03-23,2020-04-03
2646,0200782772,ASSOC G ,1930621174.0,33404.86,2020-05-12,2020-05-18
46958,CCU013,KRAFT F systems,1930599499.0,4357.75,2020-03-08,2020-03-11
32470,0200769623,WAL-MAR foundation,1930619528.0,42455.39,2020-03-23,2020-03-29
26713,0200744019,TARG co,1930620216.0,25476.97,2020-03-23,2020-03-29
40451,0200769623,WAL-MAR llc,1930623114.0,8401.19,2020-03-23,2020-03-26
20464,0200769623,WAL-MAR corporation,1930622721.0,59268.0,2020-03-23,2020-03-27
37397,0200705742,DOT corporation,1930622694.0,22416.28,2020-03-23,2020-03-29
7385,0200793830,M ,1930622627.0,105605.46,2020-03-23,2020-03-27
31760,0200759878,SA corp,1930624964.0,7446.6,2020-05-12,2020-05-15
23692,0200769623,WAL-MAR trust,1930619973.0,471.13,2020-03-23,2020-03-24
38915,0200744019,TARG ,1930619674.0,16071.46,2020-03-23,2020-03-29
44097,0200891601,POWE ,1930624501.0,14233.68,2020-04-08,2020-04-14
33969,0200769623,WAL-MAR in,1930623243.0,15820.48,2020-03-24,2020-03-30
48449,CCU013,KRAFT F foundation,1930609424.0,6716.18,2020-03-09,2020-03-12
49398,0200592182,DECA foundation,1930624439.0,1780.7,2020-03-24,2020-03-25
28397,0200936373,SUPE foundation,1930619965.0,14726.88,2020-05-13,2020-05-19
24907,0200769623,WAL-MAR systems,1930623643.0,4272.16,2020-03-24,2020-03-27
18492,0200769623,WAL-MAR corp,1930620113.0,154.85,2020-03-24,2020-04-03
14432,0200148860,DOLLA in,1930624728.0,93840.79,2020-03-24,2020-03-28
15853,0140104409,LOB us,2960619434.0,213762.64,2020-03-19,2020-04-02
12677,0200726979,BJ'S  corp,1930621755.0,271.92,2020-03-24,2020-04-04
45139,0200943275,US  llc,1930629691.0,29541.34,2020-03-24,2020-03-30
38011,0200592182,DECA corporation,1930623598.0,10357.84,2020-03-24,2020-03-30
31078,0200943275,US  co,1930627230.0,37593.47,2020-03-24,2020-03-30
45989,0200794332,COST trust,1930624256.0,31661.09,2020-03-24,2020-03-30
22800,0200974851,RESTA us,1930627585.0,1655.61,2020-03-24,2020-03-25
47870,0200743996,STATER  foundation,1930620253.0,69963.44,2020-03-24,2020-03-29
19627,0200700919,US  ,1930624751.0,87447.01,2020-03-29,2020-04-02
29721,0140104429,COSTCO systems,2960619138.0,32697.1,2020-03-21,2020-04-08
7826,0200769623,WAL-MAR co,1930621268.0,6929.33,2020-03-24,2020-03-27
37698,0200936373,SUPE co,1930619682.0,62636.82,2020-03-24,2020-03-29
33700,0200797452,US  systems,1930624783.0,23181.26,2020-04-10,2020-04-16
4410,0200726979,BJ'S  llc,1930629596.0,167.77,2020-03-24,2020-04-03
27937,CCCA02,KRAFT  associates,1930613934.0,15275.75,2020-04-13,2020-04-19
5962,0100030443,GLACIE us,1930624280.0,4027.48,2020-03-24,2020-03-27
35888,0200704045,RA in,1930629669.0,29567.2,2020-03-24,2020-03-30
15372,CCU013,KRAFT F corporation,1930626187.0,13275.37,2020-03-09,2020-03-15
13202,0200772670,ASSOCIAT llc,1930629454.0,5607.19,2020-03-24,2020-03-27
6367,0200769623,WAL-MAR co,1930631074.0,1886.24,2020-03-24,2020-03-25
48430,0200965912,C&S W co,1930627406.0,16189.71,2020-05-13,2020-05-19
24570,0200762301,C&S WH systems,1930620172.0,4334.28,2020-05-13,2020-05-16
38828,0200794332,COST llc,1930621303.0,14204.38,2020-03-24,2020-03-30
29518,0200762301,C&S WH in,1930623228.0,129336.85,2020-03-24,2020-04-01
19354,0200705742,DOT corp,1930626297.0,72565.54,2020-04-10,2020-04-15
28656,0200769623,WAL-MAR ,1930624341.0,3270.04,2020-03-24,2020-03-27
29284,0200769623,WAL-MAR foundation,1930621678.0,37499.05,2020-03-24,2020-03-30
48779,0200418007,AM ,1930621171.0,75112.99,2020-03-24,2020-03-29
27505,0200726979,BJ'S  associates,1930623552.0,14286.39,2020-03-24,2020-03-30
47876,0140104409,LOB systems,2960620000.0,52888.78,2020-03-19,2020-03-31
9193,0200726979,BJ'S  ,1930629388.0,781.28,2020-03-24,2020-03-25
1462,0140103335,PARAM trust,1991839781.0,20668.42,2020-04-08,2020-04-13
21059,CCCA02,KRAFT  ,1930618903.0,15020.52,2020-04-13,2020-04-19
44788,0200526831,PERISH in,1930625093.0,145852.41,2020-03-24,2020-04-01
25214,0200769623,WAL-MAR us,1930624253.0,50101.81,2020-03-24,2020-03-30
14637,0200769623,WAL-MAR us,1930623370.0,2373.96,2020-03-24,2020-04-04
17052,0140106408,WAL-M in,2960619901.0,690.36,2020-03-19,2020-04-18
9071,0200726979,BJ'S  associates,1930622705.0,330.29,2020-03-24,2020-04-04
21947,0200744019,TARG co,1930623541.0,34912.62,2020-03-24,2020-03-30
40684,0200705742,DOT llc,1930624325.0,18560.33,2020-04-10,2020-04-16
12874,0200769623,WAL-MAR trust,1930623259.0,13930.85,2020-03-24,2020-03-30
48827,0200705742,DOT systems,1930630127.0,103440.16,2020-03-29,2020-04-02
40514,0200769623,WAL-MAR trust,1930622255.0,1991.84,2020-03-24,2020-03-25
19495,0200762301,C&S WH llc,1930623850.0,22809.04,2020-03-24,2020-03-30
36614,0200769623,WAL-MAR in,1930623401.0,13123.54,2020-03-24,2020-03-30
24934,0140104423,METRO  corporation,2960619226.0,36876.69,2020-03-21,2020-04-08
45849,0200794332,COST co,1930623640.0,17253.71,2020-03-24,2020-03-30
12883,0200793568,SUPE associates,1930623234.0,1083.05,2020-05-13,2020-05-14
26422,0200769623,WAL-MAR ,1930622167.0,41892.19,2020-03-24,2020-03-30
14861,0200794332,COST ,1930620569.0,15728.12,2020-03-24,2020-03-30
18409,0200799342,MITCH corporation,1930623875.0,165.67,2020-03-24,2020-04-03
41739,0200729942,SA in,1930627765.0,5414.26,2020-03-24,2020-03-27
18437,0200793568,SUPE corporation,1930623920.0,158937.67,2020-03-24,2020-04-01
11795,0200592182,DECA us,1930624902.0,675.6,2020-03-24,2020-03-25
6723,0200779906,BOZZU corporation,1930617145.0,3311.91,2020-03-24,2020-03-27
45246,0200780383,MEIJ ,1930623078.0,15.27,2020-03-24,2020-04-06
25124,0200782001,GORDO llc,1930627427.0,21733.46,2020-03-24,2020-03-30
7684,0200726979,BJ'S  corporation,1930622863.0,1657.13,2020-03-24,2020-03-25
28877,0200974851,RESTA trust,1930627603.0,2413.37,2020-03-24,2020-04-04
31788,0200519201,KROGE systems,1930623329.0,8723.26,2020-05-13,2020-05-16
48880,0200790107,ROU corp,1930620523.0,43679.18,2020-03-24,2020-03-30
10073,0200726979,BJ'S  in,1930623673.0,1007.25,2020-03-24,2020-03-25
29346,0200773364,U R M  associates,1930621185.0,72428.24,2020-03-24,2020-03-29
45093,0200769623,WAL-MAR trust,1930622633.0,12138.38,2020-03-24,2020-03-30
38518,0200794332,COST foundation,1930624674.0,11909.74,2020-05-13,2020-05-19
41113,0200769623,WAL-MAR trust,1930621884.0,42799.87,2020-03-24,2020-03-30
3125,0200769623,WAL-MAR systems,1930622835.0,77435.85,2020-03-24,2020-03-29
16045,0200418007,AM foundation,1930627217.0,51514.2,2020-03-24,2020-03-30
1720,0200762301,C&S WH in,1930622124.0,22501.3,2020-03-24,2020-03-30
25188,0200762301,C&S WH in,1930607573.0,17353.43,2020-03-24,2020-03-30
28724,0200726979,BJ'S  corporation,1930629949.0,1818.39,2020-03-24,2020-03-25
40457,0200806580,BE foundation,1930598437.0,11601.89,2020-03-24,2020-03-30
39735,0200780383,MEIJ foundation,1930623080.0,137943.47,2020-03-24,2020-04-01
21502,0140104429,COSTCO trust,2960619096.0,63755.15,2020-03-22,2020-04-02
43712,0200707005,KING S corp,1930620044.0,64753.21,2020-03-24,2020-03-29
44450,0200726979,BJ'S  llc,1930630329.0,622.94,2020-03-24,2020-03-25
24333,0140106408,WAL-M corporation,2960619645.0,14536.75,2020-03-19,2020-04-06
36194,0200769623,WAL-MAR trust,1930619511.0,5838.34,2020-03-24,2020-03-27
44584,0200769623,WAL-MAR systems,1930630581.0,943.12,2020-03-24,2020-03-25
44248,0200769623,WAL-MAR us,1930619416.0,14658.69,2020-03-24,2020-03-30
13611,0200750051,ALBER us,1930628341.0,78664.25,2020-03-24,2020-03-29
36043,0200776463,KROGE associates,1930628734.0,59868.12,2020-03-24,2020-03-28
33882,0200769623,WAL-MAR us,1930623962.0,43412.22,2020-03-24,2020-03-30
33503,0200793568,SUPE corporation,1930623920.0,158937.67,2020-03-24,2020-04-01
24813,0200705742,DOT co,1930624990.0,19277.74,2020-03-24,2020-03-30
14481,0200769623,WAL-MAR ,1930621266.0,384.11,2020-03-24,2020-03-26
31621,0200769623,WAL-MAR in,1930623566.0,21580.36,2020-03-24,2020-03-30
34696,0200331749,SYSC co,1930624696.0,42822.46,2020-03-24,2020-03-30
12319,0200772670,ASSOCIAT in,1930629458.0,720.58,2020-03-24,2020-03-25
11135,0200726979,BJ'S  co,1930623501.0,855.37,2020-03-24,2020-03-25
27260,0200769623,WAL-MAR corporation,1930620154.0,2924.16,2020-03-24,2020-03-27
8900,0140105686,SYSC us,2960619090.0,29787.78,2020-03-21,2020-04-08
14990,0200748108,KROGER in,1930623235.0,17283.5,2020-03-24,2020-03-30
6161,0200726979,BJ'S  llc,1930623357.0,899.24,2020-03-24,2020-03-25
23056,0140104340,COLABOR  co,2960619813.0,20510.85,2020-03-21,2020-04-08
26938,0200772670,ASSOCIAT systems,1930624355.0,124.24,2020-03-24,2020-04-03
22613,0200718130,SYSCO F llc,1930626073.0,45879.53,2020-03-24,2020-03-30
39645,0200729942,SA foundation,1930624415.0,1931.87,2020-05-13,2020-05-14
32632,0200769623,WAL-MAR systems,1930610894.0,25665.15,2020-03-24,2020-03-30
21645,0200782001,GORDO trust,1930619679.0,43860.96,2020-03-24,2020-03-30
6070,0200230690,DECA us,1930624815.0,27.0,2020-03-24,2020-03-25
35355,0200705742,DOT ,1930623734.0,85257.39,2020-03-29,2020-04-02
12609,0140104409,LOB systems,2960620000.0,52888.78,2020-03-19,2020-03-31
6270,0200769623,WAL-MAR us,1930621213.0,5482.8,2020-03-24,2020-03-27
6317,0200769623,WAL-MAR us,1930614092.0,14983.02,2020-03-24,2020-03-30
1698,0200707005,KING S trust,1930619460.0,48361.08,2020-03-24,2020-03-30
45425,0200759878,SA us,1930623708.0,36983.89,2020-03-24,2020-03-30
41939,0200794332,COST systems,1930610279.0,14204.38,2020-03-24,2020-03-30
33133,0140104249,SOB trust,2960619633.0,33675.46,2020-03-27,2020-04-14
27074,0200833713,JETRO co,1930623906.0,18228.93,2020-03-24,2020-03-30
1085,0140104429,COSTCO in,2960619427.0,42909.14,2020-03-19,2020-04-06
38865,0200705372,FR co,1930620585.0,53640.92,2020-03-24,2020-03-30
17619,0200780383,MEIJ in,1930628043.0,115560.77,2020-03-24,2020-03-28
14746,0200418007,AM foundation,1930630166.0,65658.55,2020-03-24,2020-03-29
16919,0100031704,DELHAIZE in,1930620500.0,76043.12,2020-03-24,2020-03-29
5722,0200726979,BJ'S  associates,1930623552.0,14286.39,2020-03-24,2020-03-30
45668,0200806580,BE co,1930598438.0,4543.05,2020-03-24,2020-03-27
39394,0200769623,WAL-MAR associates,1930617106.0,15519.06,2020-03-24,2020-03-30
36392,0200726979,BJ'S  corporation,1930629862.0,554.84,2020-03-24,2020-03-25
15947,0200555117,BURR co,1930620199.0,87136.74,2020-03-24,2020-03-28
18345,0200769623,WAL-MAR corporation,1930623775.0,3969.89,2020-03-24,2020-03-27
19210,0200726979,BJ'S  llc,1930630070.0,304.04,2020-03-24,2020-04-04
47358,0200729942,SA corp,1930623455.0,4619.44,2020-05-13,2020-05-16
25765,0200357714,US  foundation,1930624666.0,23885.98,2020-03-24,2020-03-30
46147,0200788704,RE llc,1930624619.0,21855.63,2020-03-24,2020-03-30
24972,0140103335,PARAM co,1991840719.0,10944.3,2020-04-08,2020-04-13
47418,0200705742,DOT ,1930624543.0,30816.83,2020-04-10,2020-04-16
38791,0200772670,ASSOCIAT corp,1930627812.0,72921.54,2020-03-24,2020-03-29
40781,0140104409,LOB us,2960619903.0,49450.65,2020-03-21,2020-04-02
18750,0200726979,BJ'S  associates,1930630107.0,979.01,2020-03-24,2020-03-25
21140,0200762301,C&S WH co,1930622597.0,20753.53,2020-03-24,2020-03-30
39685,0200750051,ALBER llc,1930628342.0,64155.2,2020-03-24,2020-03-29
42814,0200781803,JRD systems,1930623674.0,13256.57,2020-03-24,2020-03-30
48339,0200772670,ASSOCIAT systems,1930627726.0,9496.53,2020-05-13,2020-05-19
12800,0200974851,RESTA in,1930624718.0,1877.03,2020-03-24,2020-03-25
6337,0200764795,SYSCO  in,1930614521.0,39063.68,2020-03-24,2020-03-30
4104,0200794332,COST foundation,1930617533.0,1959.21,2020-03-24,2020-03-25
48757,0200769623,WAL-MAR co,1930623577.0,943.12,2020-03-24,2020-03-25
25006,0200762301,C&S WH us,1930619324.0,15372.29,2020-03-24,2020-03-30
38646,0200769623,WAL-MAR in,1930611713.0,3891.5,2020-03-24,2020-03-27
24540,0200769623,WAL-MAR ,1930623645.0,17020.14,2020-03-24,2020-03-30
9226,0200794332,COST foundation,1930624013.0,39220.56,2020-03-24,2020-03-30
27160,0200726979,BJ'S  systems,1930623063.0,529.31,2020-03-24,2020-03-25
7918,CCU013,KRAFT F systems,1930628326.0,15329.58,2020-03-09,2020-03-15
4861,0200790107,ROU corp,1930620523.0,43679.18,2020-03-24,2020-03-30
48746,0140104472,MARTIN ,2960619333.0,11701.44,2020-03-21,2020-04-08
2419,0200759878,SA llc,1930624631.0,12668.17,2020-03-24,2020-03-30
31613,0200769623,WAL-MAR us,1930621765.0,54640.83,2020-03-25,2020-03-31
5747,0200769623,WAL-MAR trust,1930628287.0,3255.45,2020-03-25,2020-03-28
9914,0200769623,WAL-MAR trust,1930621767.0,45166.3,2020-03-25,2020-03-31
37368,0140105508,DOLLARA in,2960618698.0,12287.05,2020-03-23,2020-04-10
40103,0200769623,WAL-MAR corporation,1930621696.0,58386.49,2020-03-25,2020-03-29
8699,0200762301,C&S WH ,1930624897.0,129115.95,2020-03-25,2020-04-02
35443,0200793830,M systems,1930630379.0,78131.29,2020-03-25,2020-03-30
13777,0100004744,J & J us,1930635208.0,7892.5,2020-03-30,2020-04-02
13704,0200762301,C&S WH corporation,1930624940.0,91528.05,2020-05-14,2020-05-18
41992,0200794332,COST associates,1930623344.0,47634.03,2020-03-25,2020-03-31
13453,0200769623,WAL-MAR corporation,1930622679.0,9114.95,2020-03-25,2020-03-31
13659,0200696090,UNITE in,1930611724.0,11901.48,2020-03-25,2020-03-31
48104,0200744019,TARG trust,1930621796.0,21578.53,2020-03-25,2020-03-31
6481,0200769623,WAL-MAR systems,1930623651.0,5602.09,2020-03-25,2020-03-28
6505,0200726979,BJ'S  corporation,1930624945.0,521.34,2020-03-25,2020-03-26
27686,0200726979,BJ'S  systems,1930629946.0,566.54,2020-03-25,2020-03-26
2153,0140142846,MONDE systems,1930606265.0,1704.33,2020-05-09,2020-05-10
30077,0200721222,GO ,1930624073.0,37068.19,2020-03-25,2020-03-31
34977,0200759878,SA ,1930623755.0,74150.0,2020-03-25,2020-03-30
22855,0200466603,SMITH'S systems,1930629587.0,86072.73,2020-03-25,2020-03-29
46367,0200794332,COST us,1930623246.0,30360.88,2020-03-25,2020-03-31
11614,CCU013,KRAFT F in,1930613342.0,1700.26,2020-03-10,2020-03-13
38607,140103423,COS systems,1991839690.0,3702.77,2020-04-09,2020-04-10
28594,0200769623,WAL-MAR llc,1930627416.0,685.96,2020-03-25,2020-03-26
30424,0140104285,BUY- us,2960620219.0,9932.37,2020-03-29,2020-04-16
22953,0100031704,DELHAIZE llc,1930628731.0,65073.1,2020-03-25,2020-03-30
38920,0200763229,MAINES corp,1930632470.0,17893.35,2020-03-25,2020-03-31
48329,0200434439,BAUGH SU systems,1930629001.0,3179.84,2020-03-25,2020-03-28
14742,0200719300,SYSTEMS trust,1930622784.0,34131.9,2020-03-25,2020-03-31
20563,0140104409,LOB llc,2960619944.0,43123.33,2020-03-22,2020-04-09
27905,0100052024,CPG llc,1930630654.0,9964.15,2020-05-14,2020-05-20
4681,0200769623,WAL-MAR ,1930636864.0,4272.86,2020-03-25,2020-03-28
938,0200290370,BARGAIN  in,1930623767.0,12296.09,2020-03-25,2020-03-31
5032,0200777735,NASH  co,1930630234.0,55968.08,2020-03-25,2020-03-31
26385,0200761734,H E BUT systems,1930629007.0,104345.24,2020-03-25,2020-03-29
36610,140104440,SO us,2960619264.0,64549.23,2020-03-24,2020-04-04
13786,0200772670,ASSOCIAT co,1930629466.0,72764.98,2020-03-25,2020-03-30
28014,0200799367,MCL trust,1930630077.0,73728.47,2020-03-25,2020-03-30
41901,0200769623,WAL-MAR ,1930629947.0,66330.79,2020-03-25,2020-03-30
26175,0200726979,BJ'S  corp,1930625375.0,282.14,2020-03-25,2020-04-05
33443,0200769623,WAL-MAR co,1930621189.0,15142.34,2020-03-25,2020-03-31
29719,0200786288,FAMILY corporation,1930624021.0,15020.07,2020-03-25,2020-03-31
20884,0200780383,MEIJ corp,1930635368.0,17273.85,2020-05-14,2020-05-20
1101,0200769623,WAL-MAR trust,1930626089.0,6492.63,2020-03-25,2020-03-28
14480,0200418007,AM corp,1930623806.0,33643.65,2020-03-25,2020-03-31
3768,0200769623,WAL-MAR llc,1930622141.0,16072.84,2020-03-25,2020-03-31
42074,0140142846,MONDE corp,1930623820.0,40112.18,2020-05-09,2020-05-15
13830,0200076137,OLLIE ,1930622898.0,37411.0,2020-03-25,2020-03-31
21901,200936373,SUPE trust,1930632016.0,709.9,2020-05-14,2020-05-15
47191,0200769369,DI trust,1930630756.0,82684.13,2020-03-25,2020-03-27
5827,0200705742,DOT corporation,1930631569.0,17588.77,2020-04-13,2020-04-19
27722,0200721222,GO in,1930621154.0,36053.56,2020-03-25,2020-03-31
16337,0200148860,DOLLA corporation,1930624681.0,115547.68,2020-03-25,2020-03-29
43087,0200331749,SYSC corp,1930606330.0,15288.51,2020-03-30,2020-04-05
42593,0200793568,SUPE us,1930629723.0,20701.99,2020-03-25,2020-03-31
39823,0140104429,COSTCO foundation,2960619158.0,56508.11,2020-03-22,2020-04-03
20443,0200759878,SA corp,1930630130.0,41669.84,2020-03-25,2020-03-31
19391,0200794332,COST in,1930632819.0,33824.19,2020-03-25,2020-03-31
16257,0200729942,SA systems,1930630947.0,7678.88,2020-03-25,2020-03-28
25254,0200078795,H T H corporation,1930631158.0,383.31,2020-05-14,2020-05-16
38589,0200915438,GROC foundation,1930624228.0,16748.06,2020-03-25,2020-03-31
35130,0200769623,WAL-MAR ,1930621090.0,7567.28,2020-03-25,2020-03-28
158,0200769623,WAL-MAR in,1930629839.0,34131.4,2020-03-25,2020-03-31
15274,0200712187,SPAR corp,1930635312.0,160517.19,2020-03-25,2020-04-02
35086,0200705089,JETR trust,1930622355.0,2400.26,2020-05-14,2020-05-25
